round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,rec_objective,rec_probe_only,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
1,1,0.1499958877024134,0.0,0.0,0.05389597039473684,1.0,0.05389597039473684,0.02872121710526316,0.0,0.0,0.0,0.0,0.9461040296052632,0,0.0,0,1.1554591883954248,0.031703642137946235,0.0,0.0,1.187162830533371,0.0,0,0.0,0.0,0.0,0,1.1871628301708321,194560,760,0.0,0.0,0,0.0
2,1,0.14998355126061344,0.0,0.0,0.09188939144736842,1.0,0.09188939144736842,0.04904913651315789,0.0,0.0,0.0,0.0,0.9081106085526316,0,0.0,0,0.9444903954079277,0.06102767757461391,0.0,0.0,1.0055180729825415,0.0,0,0.0,0.0,0.0,0,1.0055180719808527,194560,760,0.0,0.0,0,0.0
3,1,0.14996299202742983,0.0,0.0,0.14249074835526315,1.0,0.14249074835526315,0.07471731085526316,0.0,0.0,0.0,0.0,0.8575092516447368,0,0.0,0,0.7477427407314903,0.08963844274473894,0.0,0.0,0.8373811834762293,0.0,0,0.0,0.0,0.0,0,0.8373811825717751,194560,760,0.0,0.0,0,0.0
4,1,0.14993421225741438,0.0,0.0,0.19288137335526315,1.0,0.19288137335526315,0.09500925164473684,0.0,0.0,0.0,0.0,0.8071186266447369,0,0.0,0,0.6312946542509292,0.11625495128350131,0.0,0.0,0.7475496055344305,0.0,0,0.0,0.0,0.0,0,0.7475496047813641,194560,760,0.0,0.0,0,0.0
5,1,0.149897215106593,0.0,0.0,0.1875,1.0,0.1875,0.0844006990131579,0.0,0.0,0.0,0.0,0.8125,0,0.0,0,0.6868470145242387,0.11310764059874265,0.0,0.0,0.7999546551229814,0.0,0,0.0,0.0,0.0,0,0.799954655217497,194560,760,0.0,0.0,0,0.0
6,1,0.14985200463212037,0.0,0.0,0.2379677220394737,1.0,0.2379677220394737,0.10770970394736842,0.0,0.0,0.0,0.0,0.7620322779605263,0,0.0,0,0.45530760703902495,0.14793022270637027,0.0,0.0,0.6032378297453952,0.0,0,0.0,0.0,0.0,0,0.6032378292397449,194560,760,0.0,0.0,0,0.0
7,1,0.14979858579183433,0.0,0.0,0.25628083881578945,1.0,0.25628083881578945,0.12670641447368422,0.0,0.0,0.0,0.0,0.7437191611842106,0,0.0,0,0.446736195056062,0.1562769216343602,0.0,0.0,0.6030131166904222,0.0,0,0.0,0.0,0.0,0,0.6030131168859569,194560,760,0.0,0.0,0,0.0
8,1,0.14973696444371284,0.0,0.0,0.30703125,1.0,0.30703125,0.10691817434210527,0.0,0.0,0.0,0.0,0.69296875,0,0.0,0,0.3704472061491718,0.18063670493368256,0.0,0.0,0.5510839110828544,0.0,0,0.0,0.0,0.0,0,0.5510839100534979,194560,760,0.0,0.0,0,0.0
9,1,0.149667147345231,0.0,0.0,0.3442485608552632,1.0,0.3442485608552632,0.15990439967105263,0.0,0.0,0.0,0.0,0.6557514391447369,0,0.0,0,0.30352499693828194,0.18792449882511345,0.0,0.0,0.49144949576339536,0.0,0,0.0,0.0,0.0,0,0.4914494954637791,194560,760,0.0,0.0,0,0.0
10,1,0.14958914215262048,0.0,0.0,0.3825349506578947,1.0,0.3825349506578947,0.17369449013157895,0.0,0.0,0.0,0.0,0.6174650493421052,0,0.0,0,0.25334192971257785,0.20324513347035175,0.0,0.0,0.45658706318292963,0.0,0,0.0,0.0,0.0,0,0.4565870634623264,194560,760,0.0,0.0,0,0.0
11,1,0.1495029574200297,0.0,0.0,0.3623252467105263,1.0,0.3623252467105263,0.1939710115131579,0.0,0.0,0.0,0.0,0.6376747532894737,0,0.0,0,0.2501651401190381,0.20186643005275218,0.0,0.0,0.4520315701717903,0.0,0,0.0,0.0,0.0,0,0.45203157092787716,194560,760,0.0,0.0,0,0.0
12,1,0.14940860259858582,0.0,0.0,0.40475431743421053,1.0,0.40475431743421053,0.13753083881578948,0.0,0.0,0.0,0.0,0.5952456825657895,0,0.0,0,0.19742668504385572,0.21608487191168885,0.0,0.0,0.41351155695554453,0.0,0,0.0,0.0,0.0,0,0.41351155613205937,194560,760,0.0,0.0,0,0.0
13,1,0.14930608803535828,0.0,0.0,0.41200143914473686,1.0,0.41200143914473686,0.20215871710526315,0.0,0.0,0.0,0.0,0.5879985608552631,0,0.0,0,0.1868385466599935,0.21707826805742164,0.0,0.0,0.40391681471741514,0.0,0,0.0,0.0,0.0,0,0.4039168148056457,194560,760,0.0,0.0,0,0.0
14,1,0.14919542497222416,0.0,0.0,0.4238486842105263,1.0,0.4238486842105263,0.20865542763157896,0.0,0.0,0.0,0.0,0.5761513157894737,0,0.0,0,0.16360495967398347,0.21663399346564946,0.0,0.0,0.38023895313963296,0.0,0,0.0,0.0,0.0,0,0.38023895295827015,194560,760,0.0,0.0,0,0.0
15,1,0.14907662554463533,0.0,0.0,0.4431640625,1.0,0.4431640625,0.16240748355263157,0.0,0.0,0.0,0.0,0.5568359375,0,0.0,0,0.16176077296075067,0.223062912972742,0.0,0.0,0.3848236859334927,0.0,0,0.0,0.0,0.0,0,0.3848236867275677,194560,760,0.0,0.0,0,0.0
16,1,0.1489497027802879,0.0,0.0,0.4493626644736842,1.0,0.4493626644736842,0.1822522615131579,0.0,0.0,0.0,0.0,0.5506373355263158,0,0.0,0,0.14320190574875788,0.22596491058602144,0.0,0.0,0.3691668163347793,0.0,0,0.0,0.0,0.0,0,0.3691668160651859,194560,760,0.0,0.0,0,0.0
17,1,0.1488146705976931,0.0,0.0,0.4582082648026316,1.0,0.4582082648026316,0.20933388157894736,0.0,0.0,0.0,0.0,0.5417917351973685,0,0.0,0,0.1494623319196858,0.22577159540041497,0.0,0.0,0.37523392732010075,0.0,0,0.0,0.0,0.0,0,0.37523392780046716,194560,760,0.0,0.0,0,0.0
18,1,0.1486715438046516,0.0,0.0,0.4541221217105263,1.0,0.4541221217105263,0.16237150493421051,0.0,0.0,0.0,0.0,0.5458778782894737,0,0.0,0,0.1751150564027117,0.2182757145186004,0.0,0.0,0.3933907709213121,0.0,0,0.0,0.0,0.0,0,0.39339077141331996,194560,760,0.0,0.0,0,0.0
19,1,0.14852033809662915,0.0,0.0,0.44879728618421055,1.0,0.44879728618421055,0.20782277960526316,0.0,0.0,0.0,0.0,0.5512027138157894,0,0.0,0,0.12980293404237417,0.22207645308226348,0.0,0.0,0.3518793871246376,0.0,0,0.0,0.0,0.0,0,0.3518793865450119,194560,760,0.0,0.0,0,0.0
20,1,0.14836107005503543,0.0,0.0,0.48155838815789476,1.0,0.48155838815789476,0.2056897615131579,0.0,0.0,0.0,0.0,0.5184416118421052,0,0.0,0,0.122704286291264,0.22581551918073706,0.0,0.0,0.34851980547200107,0.0,0,0.0,0.0,0.0,0,0.3485198060540777,194560,760,0.0,0.0,0,0.0
21,1,0.14819375714540606,0.0,0.0,0.5043225740131579,1.0,0.5043225740131579,0.19431537828947368,0.0,0.0,0.0,0.0,0.4956774259868421,0,0.0,0,0.11412102822091823,0.22321168553868406,0.0,0.0,0.3373327137596023,0.0,0,0.0,0.0,0.0,0,0.33733271321183755,194560,760,0.0,0.0,0,0.0
22,1,0.14801841771548702,0.0,0.0,0.5011204769736842,1.0,0.5011204769736842,0.1669973273026316,0.0,0.0,0.0,0.0,0.4988795230263158,0,0.0,0,0.10154003708402773,0.22587922047823666,0.0,0.0,0.3274192575622644,0.0,0,0.0,0.0,0.0,0,0.32741925759535084,194560,760,0.0,0.0,0,0.0
23,1,0.1478350709932227,0.0,0.0,0.4723889802631579,1.0,0.4723889802631579,0.19767166940789474,0.0,0.0,0.0,0.0,0.5276110197368421,0,0.0,0,0.11776052847333056,0.23182056232502585,0.0,0.0,0.3495810907983564,0.0,0,0.0,0.0,0.0,0,0.3495810907922293,194560,760,0.0,0.0,0,0.0
24,1,0.14764373708464731,0.0,0.0,0.5345343338815789,1.0,0.5345343338815789,0.20624486019736843,0.0,0.0,0.0,0.0,0.46546566611842105,0,0.0,0,0.0790472082665043,0.22576501074394112,0.0,0.0,0.3048122190104454,0.0,0,0.0,0.0,0.0,0,0.3048122187586207,194560,760,0.0,0.0,0,0.0
25,1,0.1474444369716801,0.0,0.0,0.5336040296052632,1.0,0.5336040296052632,0.13865131578947368,0.0,0.0,0.0,0.0,0.46639597039473685,0,0.0,0,0.10206503458811264,0.23161650161798064,0.0,0.0,0.3336815362060933,0.0,0,0.0,0.0,0.0,0,0.33368153693644625,194560,760,0.0,0.0,0,0.0
26,1,0.14723719250982437,0.0,0.0,0.535387541118421,1.0,0.535387541118421,0.18333675986842105,0.0,0.0,0.0,0.0,0.4646124588815789,0,0.0,0,0.07033674075317226,0.233387413179796,0.0,0.0,0.30372415393296825,0.0,0,0.0,0.0,0.0,0,0.3037241543790227,194560,760,0.0,0.0,0,0.0
27,1,0.14702202642577075,0.0,0.0,0.5413805509868421,1.0,0.5413805509868421,0.22081620065789473,0.0,0.0,0.0,0.0,0.4586194490131579,0,0.0,0,0.06897052747050399,0.23061050459938615,0.0,0.0,0.2995810320698901,0.0,0,0.0,0.0,0.0,0,0.2995810322855648,194560,760,0.0,0.0,0,0.0
28,1,0.14679896231490497,0.0,0.0,0.5532329358552631,1.0,0.5532329358552631,0.23042763157894736,0.0,0.0,0.0,0.0,0.4467670641447368,0,0.0,0,0.07134339876448441,0.23239991432546,0.0,0.0,0.3037433130899444,0.0,0,0.0,0.0,0.0,0,0.30374331264511534,194560,760,0.0,0.0,0,0.0
29,1,0.14656802463872076,0.0,0.0,0.5315224095394737,1.0,0.5315224095394737,0.16749588815789473,0.0,0.0,0.0,0.0,0.46847759046052634,0,0.0,0,0.08673749261897204,0.23187901539433944,0.0,0.0,0.3186165080133115,0.0,0,0.0,0.0,0.0,0,0.3186165079474449,194560,760,0.0,0.0,0,0.0
30,1,0.14632923872213652,0.0,0.0,0.5287571957236842,1.0,0.5287571957236842,0.22862356085526317,0.0,0.0,0.0,0.0,0.47124280427631576,0,0.0,0,0.08769048632637254,0.23584052928184207,0.0,0.0,0.3235310156082146,0.0,0,0.0,0.0,0.0,0,0.3235310158643283,194560,760,0.0,0.0,0,0.0
31,1,0.14608263075071895,0.0,0.0,0.5486790707236842,0.999803803256097,0.5485714216765605,0.1826864346151093,0.0,0.0,0.0,0.0,0.4513209292763158,0,0.0,0,0.09157490312538454,0.22912676219681377,0.0,0.0,0.3207594202728854,5.775495068710849e-05,0,0.0,0.036157141866064384,0.842851780041268,0,0.3207594206458644,194560,760,0.0013191491190043866,0.9775750411184211,40,0.0027390523158633555
32,1,0.14582822776781112,0.0,0.0,0.5011410361842106,0.9991094478081269,0.5006947439359991,0.2165710206535694,0.0,0.0,0.0,0.0,0.4988589638157895,0,0.0,0,0.09968117196848125,0.22601462909461636,0.0,0.0,0.3259373344659252,0.00024153340282761124,0,0.0,0.036740758676866166,0.8818137713168797,0,0.3259373343598686,194560,760,0.00505776921942781,0.9753752055921052,40,0.010926199633097156
33,1,0.14556605767156694,0.0,0.0,0.5300370065789474,0.9980798732188937,0.5290192683276377,0.19756104207205538,0.0,0.0,0.0,0.0,0.46996299342105263,0,0.0,0,0.07011357240813883,0.22235577184902994,0.0,0.0,0.2929238575800187,0.00045451332284995405,0,0.0,0.03706518982684142,0.7383461553799479,0,0.2929238576834139,194560,760,0.011577231306460148,0.9634560032894737,40,0.024471741852423234
34,1,0.14529614921189185,0.0,0.0,0.5438116776315789,0.9969039667640118,0.5421280186035131,0.2146774433014032,0.0,0.0,0.0,0.0,0.45618832236842105,0,0.0,0,0.07572057355305573,0.22410597226729517,0.0,0.0,0.30052753633882323,0.000700990518472329,0,0.0,0.03652928802920015,0.6415684721187541,0,0.3005275364082895,194560,760,0.02051504965945098,0.9569592927631579,40,0.04322727117869957
35,1,0.14501853198729012,0.0,0.0,0.5684313322368421,0.9944188493452385,0.5652588313347415,0.2284502239187101,0.0,0.0,0.0,0.0,0.4315686677631579,0,0.0,0,0.05680416801662527,0.22968813305426586,0.0,0.0,0.28733315723373765,0.000840856162846505,0,0.0,0.03652716611364954,0.4935445715722285,0,0.2873331577958245,194560,760,0.032556442562245616,0.9686729029605263,40,0.06698729810778065
36,1,0.14473323644161884,0.0,0.0,0.5626644736842106,0.9938791649134596,0.5592204972317344,0.20240856798512763,0.0,0.0,0.0,0.0,0.4373355263157895,0,0.0,0,0.05796318681861617,0.2329492430349714,0.0,0.0,0.2919407774923265,0.0010283476387389543,0,0.0,0.03650292377232721,0.42021841128405774,0,0.2919407772390466,194560,760,0.04543570060724098,0.9623766447368421,40,0.09549150281252627
37,1,0.14444029386074964,0.0,0.0,0.5350380345394737,0.9902944992931585,0.5298452225170638,0.2126399948653814,0.0,0.0,0.0,0.0,0.4649619654605263,0,0.0,0,0.05814691213982817,0.2279906265241535,0.0,0.0,0.2874371865916672,0.0012996479276855672,0,0.0,0.036655733322626664,0.3913448530200281,0,0.28743718678229735,194560,760,0.06016432853954795,0.9588610197368421,40,0.12842758726130288
38,1,0.14413973636913752,0.0,0.0,0.5926860608552632,0.9884865725001049,0.5858622128634077,0.14840045536954055,0.0,0.0,0.0,0.0,0.40731393914473685,0,0.0,0,0.048551274355697005,0.23029875857265372,0.0,0.0,0.2801578357415182,0.001307802813167463,0,0.0,0.035968797683323686,0.30254113876113764,0,0.2801578355070792,194560,760,0.08071681127246273,0.9808696546052632,40,0.16543469682057088
39,1,0.14383159692629857,0.0,0.0,0.5976768092105263,0.9831024500727551,0.587577535486535,0.15932783889829327,0.0,0.0,0.0,0.0,0.4023231907894737,0,0.0,0,0.04532457466917358,0.22626788546576312,0.0,0.0,0.27309160246046593,0.001499142325529216,0,0.0,0.03642016337988408,0.2750884595866266,0,0.2730916026783617,194560,760,0.09869860769494583,0.95986328125,40,0.2061073738537634
40,1,0.14351590932319505,0.0,0.0,0.6167094983552631,0.9840743898887386,0.6068880233325457,0.17496995846128188,0.0,0.0,0.0,0.0,0.3832905016447368,0,0.0,0,0.048266304117063744,0.22348887292962324,0.0,0.0,0.273240718374712,0.001485541328024977,0,0.0,0.036007946896317755,0.2217646246187781,0,0.2732407180102248,194560,760,0.11971146127111033,0.9510639391447369,40,0.24999999999999997
41,1,0.14319270817853014,0.0,0.0,0.6250873766447368,0.9767439635589589,0.6105503218346521,0.1705258487086547,0.0,0.0,0.0,0.0,0.37491262335526315,0,0.0,0,0.051815967478691355,0.22450014188101416,0.0,0.0,0.27800760451217155,0.0016914951524660481,0,0.0,0.03636757402043594,0.2096945511275216,0,0.2780076048974144,194560,760,0.14464193565869018,0.96669921875,40,0.2966316784620998
42,1,0.14286202893495145,0.0,0.0,0.5669510690789473,0.9726614946294773,0.5514514742321089,0.20256292995947756,0.0,0.0,0.0,0.0,0.4330489309210526,0,0.0,0,0.06394659934203925,0.2236014932099926,0.0,0.0,0.2898356369966151,0.0022875444445832585,0,0.0,0.03579669556041297,0.23955476566364892,0,0.2898356371412152,194560,760,0.16538080082912193,0.9680252878289474,40,0.3454915028125263
43,1,0.14252390785516453,0.0,0.0,0.5579923930921052,0.9658424791579022,0.5389327562953297,0.18427653042844644,0.0,0.0,0.0,0.0,0.44200760690789476,0,0.0,0,0.05940008386464079,0.2221530924306104,0.0,0.0,0.2842340177972801,0.0026808415020289095,0,0.0,0.03612172815360521,0.2405916929833199,0,0.2842340180748387,194560,760,0.18838249668478965,0.9545127467105263,40,0.39604415459112036
44,1,0.14217838201795596,0.0,0.0,0.5536287006578947,0.9647439109218181,0.5341099178712619,0.1897406606003642,0.0,0.0,0.0,0.0,0.4463712993421053,0,0.0,0,0.06436460623732082,0.21121199981946695,0.0,0.0,0.27880290279480463,0.0032262967380168113,0,0.0,0.03671301215102798,0.2512152452315939,0,0.2788029024965669,194560,760,0.20728397920335595,0.9355211759868421,40,0.4477357683661733
45,1,0.14182548931412758,0.0,0.0,0.5658408717105263,0.9525233000281375,0.5389766144125085,0.23681377320011196,0.0,0.0,0.0,0.0,0.4341591282894737,0,0.0,0,0.0610486591299138,0.21900163442876777,0.0,0.0,0.2835857106041849,0.0035354170455033644,0,0.0,0.03672475751587435,0.24141337581371006,0,0.28358571054904086,194560,760,0.2375563753572734,0.9535618832236842,40,0.49999999999999994
46,1,0.14146526844234109,0.0,0.0,0.6074475740131579,0.9448881414369635,0.5739700092296851,0.17818251099792848,0.0,0.0,0.0,0.0,0.3925524259868421,0,0.0,0,0.05044669386345624,0.21134095913485476,0.0,0.0,0.2653976791836995,0.0036100261853885297,0,0.0,0.03648074609472563,0.21821456536846726,0,0.2653976795116538,194560,760,0.2712379797900978,0.9602744654605263,40,0.5522642316338265
47,1,0.14109775890487442,0.0,0.0,0.5889340049342106,0.9513334015263584,0.5602725901886036,0.15717193633072862,0.0,0.0,0.0,0.0,0.41106599506578945,0,0.0,0,0.05349011868667348,0.217653364786192,0.0,0.0,0.2753100311864584,0.004166547713592943,0,0.0,0.03665205615719682,0.2248058758676052,0,0.275310031422659,194560,760,0.2897433410937849,0.9651418585526316,40,0.6039558454088796
48,1,0.14072300100328974,0.0,0.0,0.6199835526315789,0.9561704129498491,0.5928099295418513,0.1689829892356341,0.0,0.0,0.0,0.0,0.38001644736842105,0,0.0,0,0.04284778149709669,0.2112084382458737,0.0,0.0,0.2583113379500757,0.004255118207105338,0,0.0,0.03673747289729746,0.20645153386224258,0,0.25831133690907765,194560,760,0.31441648035849395,0.9437037417763158,40,0.6545084971874738
49,1,0.14034103583401422,0.0,0.0,0.6052631578947368,0.9442379150053729,0.5715124222400941,0.15422610114328564,0.0,0.0,0.0,0.0,0.39473684210526316,0,0.0,0,0.046697155234256854,0.20426402763512574,0.0,0.0,0.25584489416459727,0.0048837112952146286,0,0.0,0.037014098411523984,0.214498457587079,0,0.2558448943162435,194560,760,0.3322434747101445,0.9308079769736842,40,0.7033683215379
50,1,0.13995190528383286,0.0,0.0,0.5812448601973684,0.9407160008586232,0.5467863404044979,0.17799326909313862,0.0,0.0,0.0,0.0,0.41875513980263157,0,0.0,0,0.04547622570535168,0.2101086665337023,0.0,0.0,0.2611919980456342,0.005607105806580206,0,0.0,0.03692219103441426,0.22428422811392107,0,0.2611919975202335,194560,760,0.34543801626484644,0.9130242598684211,40,0.7499999999999999
51,1,0.13955565202529577,0.0,0.0,0.6101254111842105,0.9435463886808256,0.5756816283652657,0.11966401817228058,0.0,0.0,0.0,0.0,0.38987458881578946,0,0.0,0,0.041907512938977515,0.20744163898849174,0.0,0.0,0.254828895935268,0.005479744007798696,0,0.0,0.03655345206590075,0.20071972995800408,0,0.2548288959323576,194560,760,0.38307992004250224,0.9605006167763158,40,0.7938926261462365
52,1,0.13915231951203802,0.0,0.0,0.5950041118421052,0.9320659419306534,0.5545830679567236,0.14620832712879697,0.0,0.0,0.0,0.0,0.4049958881578947,0,0.0,0,0.03150283623499012,0.20636535359448507,0.0,0.0,0.24419256785798718,0.006324378028512001,0,0.0,0.036649648565799,0.21320642659342603,0,0.24419256787943214,194560,760,0.3929730906494354,0.9432257401315789,40,0.8345653031794289
53,1,0.1387419519740148,0.0,0.0,0.6111790707236842,0.9285746882204049,0.5675254150440818,0.19025531845216295,0.0,0.0,0.0,0.0,0.3888209292763158,0,0.0,0,0.039799532708620015,0.20240822504029463,0.0,0.0,0.2485774041053925,0.006369646356477843,0,0.0,0.036543679457942124,0.19854513366559617,0,0.24857740438494244,194560,760,0.4126018640046057,0.9345189144736842,40,0.8715724127386972
54,1,0.13832459441265113,0.0,0.0,0.5966334292763158,0.9245517151776443,0.5516184603697375,0.1938753648563043,0.0,0.0,0.0,0.0,0.4033665707236842,0,0.0,0,0.04698141591568281,0.20912509988013067,0.0,0.0,0.263116698193756,0.0070101823979424995,0,0.0,0.036185413456865045,0.20290462358021422,0,0.26311669906503277,194560,760,0.421211262498247,0.9275596217105263,40,0.9045084971874735
55,1,0.1379002925959068,0.0,0.0,0.6231342516447368,0.9196240526041057,0.5730492458139596,0.14919938969572907,0.0,0.0,0.0,0.0,0.37686574835526315,0,0.0,0,0.04243433849233521,0.19976619059514059,0.0,0.0,0.2490812536462296,0.0068807245587537945,0,0.0,0.036051167072238106,0.18566922912080036,0,0.24908125329958766,194560,760,0.45170076624735406,0.937659333881579,40,0.9330127018922194
56,1,0.13746909305325744,0.0,0.0,0.6116365131578947,0.9293732691532424,0.5684386257670427,0.14594584009610118,0.0,0.0,0.0,0.0,0.38836348684210525,0,0.0,0,0.039876919875907905,0.19942363386875706,0.0,0.0,0.24684605388794906,0.007545500143284077,0,0.0,0.036641608668785346,0.19052169494526952,0,0.24684605321993952,194560,760,0.4453724798403288,0.9321134868421053,40,0.9567727288213005
57,1,0.13703104307059216,0.0,0.0,0.6143246299342106,0.9237911367700036,0.5675076482327361,0.14259400828067506,0.0,0.0,0.0,0.0,0.38567537006578945,0,0.0,0,0.03265836645181193,0.20300067005384909,0.0,0.0,0.2433911885536202,0.007732152047959205,0,0.0,0.036687984641053176,0.18332071896446378,0,0.24339118927325074,194560,760,0.45979317865873637,0.9392012746710526,40,0.9755282581475767
58,1,0.13658619068502784,0.0,0.0,0.6055509868421053,0.9214467498510944,0.5579829886947808,0.16655612793554994,0.0,0.0,0.0,0.0,0.3944490131578947,0,0.0,0,0.031165749469073488,0.20780584710208994,0.0,0.0,0.24756496622392565,0.008593369652762224,0,0.0,0.03638577865142571,0.1919294794041075,0,0.2475649654767231,194560,760,0.45575037231962934,0.9119192023026316,40,0.989073800366903
59,1,0.13613458467964154,0.0,0.0,0.6236173930921053,0.9235060580432237,0.5759144404216816,0.1519376274210548,0.0,0.0,0.0,0.0,0.3763826069078947,0,0.0,0,0.031625691430465515,0.20610271087406498,0.0,0.0,0.2460490161177739,0.008320613813243415,0,0.0,0.03612875863419552,0.17560261286010867,0,0.24604901571414972,194560,760,0.46290383983991645,0.9142423930921053,40,0.9972609476841364
60,1,0.13567627457812104,0.0,0.0,0.6151932565789474,0.9145367514683562,0.5626168423969494,0.18613736133189185,0.0,0.0,0.0,0.0,0.38480674342105264,0,0.0,0,0.03523539424212159,0.20035525044230254,0.0,0.0,0.24452597646128485,0.008935331776860709,0,0.0,0.0363181981797281,0.1787066325349243,0,0.2445259764888569,194560,760,0.4582245120876714,0.906995271381579,40,1.0
61,1,0.13521131063933362,0.0,0.0,0.635546875,0.9103360054999127,0.5785612034954523,0.13431512847922644,0.0,0.0,0.0,0.0,0.364453125,0,0.0,0,0.03818399455631152,0.2001355093364653,0.0,0.0,0.2469129084652339,0.008593404572457075,0,0.0,0.035603201565773866,0.16332055506737608,0,0.2469129086619145,194560,760,0.4778254029390059,0.935546875,40,1.0
62,1,0.13473974385181473,0.0,0.0,0.6276675575657895,0.9081620878051031,0.5700238795264772,0.13429279152769596,0.0,0.0,0.0,0.0,0.37233244243421054,0,0.0,0,0.04067881286012524,0.19960554496042038,0.0,0.0,0.24977682395853518,0.009492466137989571,0,0.0,0.03629269003868103,0.17188269035204462,0,0.24977682394612777,194560,760,0.47807559633725566,0.9530016447368421,40,1.0
63,1,0.13426162592817675,0.0,0.0,0.6272409539473685,0.9298876059973946,0.5832635890496405,0.17113754822823563,0.0,0.0,0.0,0.0,0.3727590460526316,0,0.0,0,0.03209753019863887,0.19426002750467314,0.0,0.0,0.23618975727616712,0.009832199572855117,0,0.0,0.03640852468578439,0.1700433469230407,0,0.23618975781688564,194560,760,0.4643156292407136,0.8951069078947368,40,1.0
64,1,0.13377700929943795,0.0,0.037037037037037035,0.6133069490131579,0.9303139564423049,0.5705680142499898,0.14229170728082718,0.2867033305921053,0.023805938550103115,0.0068252418701855565,0.0034757900944800656,0.09998972039473684,0,0.0,0,0.02517849942225056,0.1953214901548467,0.009438049421077467,0.005706984587231575,0.2456678386517225,0.010022815066316214,55781,0.5790502142306521,0.03657968058495929,0.16595278127413046,0,0.24566783889343863,194560,760,0.4445933194144776,0.8853053042763158,40,1.0
65,1,0.1332859471092728,0.0,0.07407407407407407,0.6477796052631579,0.9251180220576459,0.5992725871503353,0.11399656577329886,0.2619397615131579,0.04615364151570977,0.0120894738515888,0.006013968909361498,0.09028063322368421,0,0.0,0,0.02226417868300096,0.19140486662325107,0.01631275768596933,0.011048282269845926,0.25016804041501156,0.009137955152944318,50963,0.5538135510075938,0.036690925551872505,0.1451829757541418,0,0.2501680404732102,194560,760,0.45796822140875615,0.9002621299342105,40,1.0
66,1,0.1327884932081842,0.0,0.1111111111111111,0.6148694490131579,0.916808064748884,0.5637172696229659,0.13607282085393213,0.28331106085526314,0.06840476164941775,0.019379825590447965,0.010371648685050834,0.10181949013157894,0,0.0,0,0.03496266307591118,0.18936997325600763,0.032036887200777985,0.016836174102554544,0.2837361537583161,0.01053045612306481,55121,0.5106583697683279,0.03624136720931059,0.1608910591488606,0,0.28373615502526883,194560,760,0.4741758615758858,0.943616365131579,40,1.0
